k,head,program,strategy,increase,kl_div,spike
171,"(18, 18)",sentence_beginning_salience,smart,15.331804122026378,0.263249883055687,False
172,"(13, 12)",sentence_beginning_salience,smart,16.422950254147246,0.2650649756193161,False
173,"(17, 20)",sentence_beginning_salience,smart,16.602893676638264,0.2705844759941101,False
174,"(3, 11)",sentence_beginning_salience,smart,16.815621173996032,0.2712591618299484,False
175,"(7, 15)",sentence_beginning_salience,smart,16.910558620817824,0.2826778531074524,False
176,"(5, 23)",sentence_beginning_salience,smart,16.539291824762508,0.2832610189914703,False
177,"(10, 14)",sentence_beginning_salience,smart,17.105281483954567,0.31080000698566435,False
178,"(11, 31)",sentence_beginning_salience,smart,17.226897944097423,0.3290508300065994,False
179,"(0, 5)",sentence_position_preference,smart,17.531461980435445,0.3298266798257828,False
180,"(5, 19)",sentence_beginning_salience,smart,17.599845305371968,0.32354522347450254,False
181,"(8, 7)",sentence_beginning_salience,smart,18.199005427876067,0.32719973027706145,False
182,"(0, 15)",sentence_position_preference,smart,17.914962388173603,0.32888863384723666,False
183,"(0, 7)",sentence_position_preference,smart,17.16133792380814,0.33098469078540804,False
184,"(0, 4)",sentence_position_preference,smart,16.78984206215668,0.31587512195110323,False
185,"(3, 18)",sentence_beginning_salience,smart,17.19091104691711,0.3217869192361832,False
186,"(6, 9)",sentence_beginning_salience,smart,17.241984953671533,0.3257055103778839,False
187,"(3, 3)",sentence_beginning_salience,smart,17.762992926754606,0.33846198320388793,False
188,"(5, 21)",sentence_beginning_salience,smart,17.301170279363113,0.34587374329566956,False
189,"(18, 22)",sentence_beginning_salience,smart,16.752344489590673,0.33532042503356935,False
190,"(4, 14)",sentence_beginning_salience,smart,16.86613276838923,0.3640230566263199,False
191,"(5, 31)",sentence_beginning_salience,smart,16.334672332621476,0.3656995326280594,False
192,"(17, 6)",sentence_beginning_salience,smart,16.98714618059164,0.3653626501560211,False
193,"(19, 5)",sentence_beginning_salience,smart,16.479754580916016,0.3722599625587463,False
194,"(4, 15)",sentence_beginning_salience,smart,16.343058195215924,0.3838949233293533,False
195,"(6, 7)",sentence_beginning_salience,smart,17.173774407158565,0.37864801585674285,False
196,"(4, 26)",sentence_beginning_salience,smart,17.692258064822205,0.3886363059282303,False
197,"(0, 3)",sentence_position_preference,smart,17.24252227861472,0.38018075525760653,False
198,"(7, 5)",initial_token_reference_attention,smart,17.213705665050746,0.36893086731433866,False
199,"(3, 20)",sentence_beginning_salience,smart,16.866660041513796,0.3834232002496719,False
200,"(19, 20)",sentence_beginning_salience,smart,16.550793515719022,0.38948090076446534,False
201,"(0, 2)",sentence_position_preference,smart,16.759001989607924,0.37313411235809324,False
202,"(7, 22)",sentence_beginning_salience,smart,16.83760769467566,0.38501491248607633,False
203,"(9, 31)",sentence_beginning_salience,smart,16.97427880112617,0.4025821894407272,False
204,"(5, 4)",sentence_beginning_salience,smart,17.185162976732464,0.3953626036643982,False
205,"(4, 7)",sentence_beginning_salience,smart,17.826025571460594,0.4077805906534195,False
206,"(3, 29)",sentence_beginning_salience,smart,18.185120548152213,0.39982521533966064,False
207,"(15, 3)",sentence_beginning_salience,smart,18.219352527683768,0.40695118308067324,False
208,"(9, 25)",sentence_beginning_salience,smart,18.393741492854694,0.42854288816452024,False
209,"(10, 13)",sentence_beginning_salience,smart,18.235087631373244,0.4338120251893997,False
210,"(3, 9)",sentence_beginning_salience,smart,18.795439427909987,0.44094487428665163,False
211,"(4, 6)",sentence_beginning_salience,smart,18.82773993933215,0.44870302975177767,False
212,"(16, 27)",sentence_beginning_salience,smart,18.41743897882002,0.46182000935077666,False
213,"(14, 14)",sentence_beginning_salience,smart,18.802927376130235,0.4806563496589661,False
214,"(0, 9)",sentence_position_preference,smart,19.1535587381766,0.48978023529052733,False
215,"(0, 6)",sentence_position_preference,smart,10.44464124978445,0.4853833168745041,False
216,"(19, 24)",initial_token_reference_attention,smart,11.028889186720878,0.4859116286039352,False
217,"(12, 26)",sentence_beginning_salience,smart,10.727546660682517,0.4951039284467697,False
218,"(0, 1)",sentence_position_preference,smart,7.861684042283788,0.5337585210800171,False
219,"(9, 12)",sentence_beginning_salience,smart,8.278660332567748,0.5462082266807556,False
220,"(18, 10)",sentence_beginning_salience,smart,8.165673530240289,0.5429906010627746,False
221,"(19, 27)",initial_token_reference_attention,smart,8.417690740398239,0.5532912194728852,False
222,"(14, 9)",sentence_beginning_salience,smart,7.907245717716959,0.5475482285022736,False
223,"(3, 17)",sentence_beginning_salience,smart,8.194457108700679,0.5785519629716873,False
224,"(0, 0)",contextual_anchoring,smart,8.02459115525605,0.5741752833127975,False
225,"(10, 24)",sentence_beginning_salience,smart,8.54357110458221,0.5615100622177124,False
226,"(11, 20)",sentence_beginning_salience,smart,8.53407902230855,0.5677073508501053,False
227,"(14, 29)",initial_token_reference_attention,smart,8.514838122732508,0.5683844685554504,False
228,"(4, 10)",sentence_beginning_salience,smart,9.20806734800902,0.5899914652109146,False
229,"(7, 30)",initial_token_reference_attention,smart,8.540427280019667,0.5802764177322388,False
230,"(10, 8)",sentence_beginning_salience,smart,8.346482630979164,0.5776995897293091,False
231,"(3, 27)",sentence_beginning_salience,smart,8.89174896349423,0.6026373982429505,False
232,"(6, 18)",sentence_beginning_salience,smart,9.56353840603631,0.6302495211362839,False
233,"(12, 0)",initial_token_reference_attention,smart,9.595523656057889,0.6336571007966996,False
234,"(5, 7)",sentence_beginning_salience,smart,10.347324279509952,0.6314551144838333,False
235,"(3, 8)",sentence_beginning_salience,smart,10.477196922634732,0.6414219379425049,False
236,"(16, 31)",sentence_beginning_salience,smart,10.930557397909377,0.6247405201196671,False
237,"(13, 29)",sentence_beginning_salience,smart,11.303763934268712,0.6209949284791947,False
238,"(20, 21)",sentence_beginning_salience,smart,11.430286992016594,0.6266377568244934,False
239,"(16, 10)",sentence_beginning_salience,smart,10.77447577541122,0.6523944556713104,False
240,"(5, 6)",initial_token_reference_attention,smart,10.639037019448626,0.6382965624332428,False
241,"(0, 14)",sentence_position_preference,smart,14.351574785284821,0.6408825933933258,False
242,"(4, 1)",sentence_beginning_salience,smart,14.656629459727373,0.6342351198196411,False
243,"(3, 30)",sentence_beginning_salience,smart,14.519077375275492,0.6438113808631897,False
244,"(6, 29)",sentence_beginning_salience,smart,14.186250442809216,0.6450577288866043,False
245,"(3, 26)",sentence_beginning_salience,smart,15.222541467413393,0.6497064024209976,False
246,"(3, 14)",sentence_beginning_salience,smart,15.475612073989419,0.6703269839286804,False
247,"(5, 27)",sentence_beginning_salience,smart,15.535063032875271,0.6471349537372589,False
248,"(12, 20)",sentence_beginning_salience,smart,15.380602751149528,0.6588223934173584,False
249,"(7, 18)",initial_token_reference_attention,smart,15.151273579772004,0.6637771487236023,False
250,"(19, 26)",sentence_beginning_salience,smart,15.976932141799972,0.6626081883907318,False
