k,head,program,strategy,increase,kl_div,spike
35,"(8, 25)",sentence_beginning_salience,smart,1.5290930902088968,0.02089678533375263,False
36,"(5, 13)",sentence_beginning_salience,smart,1.7431218681052378,0.020107372477650643,False
37,"(20, 8)",sentence_beginning_salience,smart,1.7880709925523166,0.019948427751660346,False
38,"(21, 25)",sentence_beginning_salience,smart,1.6260393401946005,0.020565415918827056,False
39,"(17, 1)",sentence_beginning_salience,smart,1.5737460428258492,0.021987177059054376,False
40,"(17, 2)",sentence_beginning_salience,smart,2.091768301206095,0.023492728359997272,False
41,"(8, 27)",sentence_beginning_salience,smart,2.0044660549592295,0.023840068839490414,False
42,"(17, 0)",sentence_beginning_salience,smart,2.5134484032764335,0.024431642144918442,False
43,"(4, 28)",sentence_beginning_salience,smart,3.109562526793045,0.024872152879834176,False
44,"(4, 17)",sentence_beginning_salience,smart,2.67713948828226,0.023759306222200394,False
45,"(18, 1)",sentence_beginning_salience,smart,2.7048494024047485,0.024595277197659016,False
46,"(19, 9)",sentence_beginning_salience,smart,2.798788034365928,0.02544478848576546,False
47,"(17, 4)",sentence_beginning_salience,smart,2.8724334194629124,0.024977385997772217,False
48,"(19, 12)",sentence_beginning_salience,smart,2.812478811491985,0.026165259629487993,False
49,"(8, 21)",sentence_beginning_salience,smart,2.75119142501213,0.026729437336325646,False
50,"(5, 16)",sentence_beginning_salience,smart,2.590026114022396,0.02713329643011093,False
51,"(20, 10)",sentence_beginning_salience,smart,2.3524683006287104,0.027626791782677174,False
52,"(11, 7)",sentence_beginning_salience,smart,2.6400455322499297,0.028905946761369705,False
53,"(3, 6)",sentence_beginning_salience,smart,3.097685654697289,0.02983361706137657,False
54,"(4, 4)",sentence_beginning_salience,smart,2.687981622912031,0.030148074403405188,False
55,"(4, 31)",sentence_beginning_salience,smart,2.4875987463762796,0.030361585691571234,False
56,"(5, 20)",sentence_beginning_salience,smart,2.257361232142461,0.0316150713711977,False
57,"(3, 5)",sentence_beginning_salience,smart,2.191767447005043,0.032145869359374045,False
58,"(4, 25)",sentence_beginning_salience,smart,2.1195645649557155,0.03422197550535202,False
59,"(19, 17)",sentence_beginning_salience,smart,2.3227818045534443,0.038078184425830844,False
60,"(7, 24)",sentence_beginning_salience,smart,2.6184464618792473,0.04151204228401184,False
61,"(21, 1)",sentence_beginning_salience,smart,2.5354510250415685,0.04205990806221962,False
62,"(20, 13)",sentence_beginning_salience,smart,2.7998307852473534,0.04281454272568226,False
63,"(5, 14)",sentence_beginning_salience,smart,3.167394818904609,0.04334188923239708,False
64,"(5, 15)",sentence_beginning_salience,smart,3.3317869993653972,0.04370498731732368,False
65,"(6, 11)",sentence_beginning_salience,smart,3.347945320729484,0.0479540791362524,False
66,"(3, 16)",sentence_beginning_salience,smart,3.5678025035841214,0.04733799695968628,False
67,"(6, 15)",sentence_beginning_salience,smart,3.657766783738701,0.045112043246626855,False
68,"(19, 6)",sentence_beginning_salience,smart,3.82699485417364,0.046915064379572866,False
69,"(14, 15)",sentence_beginning_salience,smart,4.149255154289034,0.04591241776943207,False
70,"(4, 12)",sentence_beginning_salience,smart,4.1808400536203205,0.047422366589307784,False
71,"(11, 6)",sentence_beginning_salience,smart,4.841689738811863,0.04627655521035194,False
72,"(8, 18)",sentence_beginning_salience,smart,4.9195239796734525,0.0460572637617588,False
73,"(18, 4)",sentence_beginning_salience,smart,5.028761613313439,0.04548395052552223,False
74,"(10, 16)",sentence_beginning_salience,smart,5.262525200156217,0.05008555501699448,False
75,"(17, 22)",sentence_beginning_salience,smart,4.942737497567194,0.04714641645550728,False
76,"(3, 2)",sentence_beginning_salience,smart,4.83397595532567,0.04552292302250862,False
77,"(7, 0)",sentence_beginning_salience,smart,5.053805655578146,0.04636877402663231,False
78,"(19, 25)",sentence_beginning_salience,smart,5.1593700096785815,0.04915092214941978,False
79,"(8, 15)",sentence_beginning_salience,smart,5.376133008996841,0.05078730657696724,False
80,"(17, 15)",sentence_beginning_salience,smart,5.870091552520973,0.05106226652860642,False
81,"(8, 17)",sentence_beginning_salience,smart,5.810705901426377,0.055377299338579176,False
82,"(18, 23)",sentence_beginning_salience,smart,5.423562791605795,0.054885388165712354,False
83,"(17, 12)",sentence_beginning_salience,smart,5.188231239075901,0.05574684590101242,False
84,"(19, 15)",sentence_beginning_salience,smart,4.744350404942752,0.05563449263572693,False
85,"(8, 19)",sentence_beginning_salience,smart,4.586069563535855,0.05602804943919182,False
86,"(21, 23)",sentence_beginning_salience,smart,4.501372712413606,0.056358716636896136,False
87,"(5, 22)",sentence_beginning_salience,smart,4.9329592897362655,0.055126433819532396,False
88,"(15, 17)",sentence_beginning_salience,smart,4.85107520364191,0.05495726317167282,False
89,"(16, 13)",sentence_beginning_salience,smart,4.915872450864372,0.05980653390288353,False
90,"(4, 9)",sentence_beginning_salience,smart,5.0143351499015525,0.06442207917571068,False
91,"(5, 9)",sentence_beginning_salience,smart,5.542082103174375,0.06794454604387283,False
92,"(12, 5)",sentence_beginning_salience,smart,5.468512598890471,0.07215956449508668,False
93,"(11, 1)",sentence_beginning_salience,smart,5.714359263524687,0.07659213244915009,False
94,"(15, 15)",sentence_beginning_salience,smart,6.026243128833675,0.07573322802782059,False
95,"(18, 19)",sentence_beginning_salience,smart,6.107894052190831,0.07649086266756058,False
96,"(6, 3)",sentence_beginning_salience,smart,6.163095100557131,0.07663336247205735,False
97,"(4, 23)",sentence_beginning_salience,smart,5.947054286680087,0.07670864984393119,False
98,"(19, 13)",sentence_beginning_salience,smart,6.303604206098362,0.08028682172298432,False
99,"(7, 25)",sentence_beginning_salience,smart,6.660574808331996,0.08207791969180107,False
100,"(4, 27)",sentence_beginning_salience,smart,6.774762204502911,0.08092234656214714,False
101,"(6, 17)",sentence_beginning_salience,smart,6.8803958324212955,0.08014222159981728,False
102,"(16, 30)",sentence_beginning_salience,smart,7.220834026012279,0.08262142688035964,False
103,"(18, 6)",sentence_beginning_salience,smart,7.382008601846005,0.08195736408233642,False
104,"(5, 25)",sentence_beginning_salience,smart,8.122766805567476,0.08168468847870827,False
105,"(7, 14)",sentence_beginning_salience,smart,8.65728593237696,0.09258064180612564,False
106,"(17, 21)",sentence_beginning_salience,smart,9.098252133123015,0.0952935665845871,False
107,"(6, 0)",sentence_beginning_salience,smart,9.502681033870454,0.09954358339309692,False
108,"(4, 29)",sentence_beginning_salience,smart,9.961031729994508,0.1014004960656166,False
109,"(5, 29)",sentence_beginning_salience,smart,10.284782184248936,0.1080048069357872,False
110,"(8, 13)",sentence_beginning_salience,smart,9.787733259940405,0.10879055112600326,False
111,"(18, 2)",sentence_beginning_salience,smart,9.639626601006063,0.10944702327251435,False
112,"(6, 13)",sentence_beginning_salience,smart,10.039528263229426,0.11372677087783814,False
113,"(4, 20)",sentence_beginning_salience,smart,9.838333681332541,0.11784042865037918,False
114,"(4, 5)",sentence_beginning_salience,smart,10.412794143029618,0.115563303232193,False
115,"(8, 26)",sentence_beginning_salience,smart,10.317335219929987,0.1086342990398407,False
116,"(5, 8)",sentence_beginning_salience,smart,9.986738009103382,0.10885670781135559,False
117,"(5, 17)",sentence_beginning_salience,smart,10.282228607359803,0.11886546164751052,False
118,"(5, 28)",sentence_beginning_salience,smart,10.461126038147004,0.1258370354771614,False
119,"(8, 8)",sentence_beginning_salience,smart,10.302369913250825,0.13237522393465043,False
120,"(16, 25)",sentence_beginning_salience,smart,10.07887854282115,0.12876003086566926,False
121,"(4, 30)",sentence_beginning_salience,smart,9.911101597778133,0.12700171321630477,False
122,"(8, 28)",sentence_beginning_salience,smart,9.83774406412357,0.1316087305545807,False
123,"(4, 11)",sentence_beginning_salience,smart,9.701641316675383,0.12622570991516113,False
124,"(7, 17)",sentence_beginning_salience,smart,9.632702729107368,0.12414945960044861,False
125,"(11, 2)",sentence_beginning_salience,smart,9.749013707327364,0.12601787447929383,False
126,"(19, 16)",sentence_beginning_salience,smart,9.681495936770228,0.128778138756752,False
127,"(19, 23)",sentence_beginning_salience,smart,9.730765016915836,0.1322500839829445,False
128,"(4, 24)",sentence_beginning_salience,smart,9.877700396845405,0.13249949365854263,False
129,"(5, 11)",sentence_beginning_salience,smart,10.354372079322538,0.13289546817541123,False
130,"(13, 24)",sentence_beginning_salience,smart,10.628871522266655,0.14197281748056412,False
131,"(7, 21)",sentence_beginning_salience,smart,10.90596086789331,0.14384863674640655,False
132,"(4, 13)",sentence_beginning_salience,smart,11.082021091838584,0.14528426378965378,False
133,"(20, 26)",sentence_beginning_salience,smart,11.221757483882879,0.14623235464096068,False
134,"(9, 6)",sentence_beginning_salience,smart,11.161806469751804,0.1418214499950409,False
135,"(4, 16)",sentence_beginning_salience,smart,11.454804428747357,0.14293057471513748,False
136,"(11, 13)",sentence_beginning_salience,smart,11.528255422989695,0.14837496131658554,False
137,"(5, 10)",sentence_beginning_salience,smart,11.426896258099564,0.1598786011338234,False
138,"(3, 22)",sentence_beginning_salience,smart,11.684864172732295,0.15192490667104722,False
139,"(8, 20)",sentence_beginning_salience,smart,11.901297201910484,0.15370518565177918,False
140,"(11, 5)",sentence_beginning_salience,smart,11.912896179891398,0.15612353682518004,False
141,"(5, 18)",sentence_beginning_salience,smart,11.955157542749452,0.16564903706312178,False
142,"(4, 18)",sentence_beginning_salience,smart,12.089804689374159,0.17466747164726257,False
143,"(8, 23)",sentence_beginning_salience,smart,12.255552390721979,0.17364699095487596,False
144,"(10, 26)",sentence_beginning_salience,smart,12.771327786313524,0.18213312029838563,False
145,"(11, 0)",sentence_beginning_salience,smart,12.689665796144334,0.18663101345300676,False
146,"(3, 19)",sentence_beginning_salience,smart,12.900248159178506,0.1990585967898369,False
147,"(18, 9)",sentence_beginning_salience,smart,13.277256896423868,0.19543360471725463,False
148,"(17, 7)",sentence_beginning_salience,smart,13.569425772442646,0.2032759666442871,False
149,"(17, 17)",sentence_beginning_salience,smart,13.927580900724427,0.20515999794006348,False
150,"(15, 22)",sentence_beginning_salience,smart,13.939864562397208,0.19641129076480865,False
151,"(7, 3)",sentence_beginning_salience,smart,13.94953142884989,0.19780577272176741,False
152,"(8, 16)",sentence_beginning_salience,smart,13.847104775879604,0.19540780931711196,False
153,"(5, 26)",sentence_beginning_salience,smart,13.502707342555274,0.19755973368883134,False
154,"(20, 17)",sentence_beginning_salience,smart,14.332579225977387,0.19970836341381074,False
155,"(4, 19)",sentence_beginning_salience,smart,14.46775263818156,0.19889462739229202,False
156,"(6, 22)",sentence_beginning_salience,smart,14.716728631373039,0.20783660113811492,False
157,"(4, 3)",sentence_beginning_salience,smart,15.137508745402613,0.20984024107456206,False
158,"(10, 12)",sentence_beginning_salience,smart,15.581798125814831,0.21436868011951446,False
159,"(6, 24)",sentence_beginning_salience,smart,15.86663597427702,0.24108110070228578,False
160,"(15, 23)",sentence_beginning_salience,smart,15.407232847157797,0.24108331948518752,False
161,"(21, 29)",sentence_beginning_salience,smart,14.974409480595957,0.2434230253100395,False
162,"(6, 10)",sentence_beginning_salience,smart,14.714080874036814,0.24763676673173904,False
163,"(8, 24)",sentence_beginning_salience,smart,14.644592373331056,0.2518689125776291,False
164,"(16, 26)",sentence_beginning_salience,smart,14.385383070895028,0.2646062359213829,False
165,"(6, 16)",sentence_beginning_salience,smart,14.391680627657696,0.2433935135602951,False
166,"(3, 12)",sentence_beginning_salience,smart,14.235103131728058,0.24723538160324096,False
167,"(4, 0)",sentence_beginning_salience,smart,14.239968709740978,0.25340299010276796,False
168,"(20, 12)",sentence_beginning_salience,smart,14.567496273822574,0.260616073012352,False
169,"(6, 20)",initial_token_reference_attention,smart,15.01256558000254,0.26885696947574617,False
170,"(17, 19)",sentence_beginning_salience,smart,15.356658903479126,0.2668584734201431,False
171,"(17, 20)",sentence_beginning_salience,smart,15.522956138914344,0.2717931270599365,False
172,"(18, 18)",sentence_beginning_salience,smart,15.484613889900874,0.26850167810916903,False
173,"(5, 23)",sentence_beginning_salience,smart,15.020575271070161,0.26792895048856735,False
174,"(13, 12)",sentence_beginning_salience,smart,16.12022762322024,0.27001134157180784,False
175,"(7, 15)",sentence_beginning_salience,smart,16.247266890397803,0.28067139387130735,False
176,"(3, 11)",sentence_beginning_salience,smart,16.539291824762508,0.2832610189914703,False
177,"(5, 19)",sentence_beginning_salience,smart,16.66310645081265,0.27924456298351286,False
178,"(11, 31)",sentence_beginning_salience,smart,16.706125079227395,0.2946698546409607,False
179,"(10, 14)",sentence_beginning_salience,smart,17.320569656161375,0.32303112745285034,False
180,"(0, 5)",sentence_position_preference,smart,17.599845305371968,0.32354522347450254,False
181,"(0, 15)",sentence_position_preference,smart,17.313035811547994,0.32528586983680724,False
182,"(3, 3)",sentence_beginning_salience,smart,18.029306277124544,0.33594552278518675,False
183,"(0, 4)",sentence_position_preference,smart,17.70177137201629,0.32328214943408967,False
184,"(8, 7)",sentence_beginning_salience,smart,18.358500537061254,0.3269137144088745,False
185,"(0, 7)",sentence_position_preference,smart,17.346689286027782,0.3259819269180298,False
186,"(4, 14)",sentence_beginning_salience,smart,17.409107298703873,0.3530946373939514,False
187,"(3, 18)",sentence_beginning_salience,smart,17.828566632835706,0.3615258693695068,False
188,"(6, 9)",sentence_beginning_salience,smart,17.88741107939124,0.36647014915943144,False
189,"(5, 31)",sentence_beginning_salience,smart,17.464736407444384,0.3692904025316238,False
190,"(6, 7)",sentence_beginning_salience,smart,18.253913781131057,0.36346152424812317,False
191,"(5, 21)",sentence_beginning_salience,smart,17.686804269544478,0.36849765479564667,False
192,"(18, 22)",sentence_beginning_salience,smart,17.1574273971216,0.35835990607738494,False
193,"(4, 15)",sentence_beginning_salience,smart,17.034058749315864,0.371933051943779,False
194,"(19, 5)",sentence_beginning_salience,smart,16.524865629820123,0.3788613498210907,False
195,"(4, 26)",sentence_beginning_salience,smart,17.02944867001583,0.3884096831083298,False
196,"(17, 6)",sentence_beginning_salience,smart,17.692258064822205,0.3886363059282303,False
197,"(9, 31)",sentence_beginning_salience,smart,17.97557733869714,0.40589398741722105,False
198,"(0, 2)",sentence_position_preference,smart,18.14950698250605,0.38950159549713137,False
199,"(0, 3)",sentence_position_preference,smart,17.729756222795793,0.3812074691057205,False
200,"(3, 20)",sentence_beginning_salience,smart,17.374255816322112,0.39569234251976015,False
201,"(7, 22)",sentence_beginning_salience,smart,17.320641556783944,0.4044873833656311,False
202,"(7, 5)",initial_token_reference_attention,smart,17.304120642819782,0.39707463383674624,False
203,"(19, 20)",sentence_beginning_salience,smart,16.97427880112617,0.4025821894407272,False
204,"(5, 4)",sentence_beginning_salience,smart,17.185162976732464,0.3953626036643982,False
205,"(3, 29)",sentence_beginning_salience,smart,17.52701789124533,0.3884491890668869,False
206,"(10, 13)",sentence_beginning_salience,smart,17.352531265158643,0.3929544180631638,False
207,"(15, 3)",sentence_beginning_salience,smart,17.384157831566235,0.3996546059846878,False
208,"(4, 7)",sentence_beginning_salience,smart,18.05146156607506,0.4122557073831558,False
209,"(3, 9)",sentence_beginning_salience,smart,18.629568591376295,0.41855664551258087,False
210,"(9, 25)",sentence_beginning_salience,smart,18.795439427909987,0.44094487428665163,False
211,"(16, 27)",sentence_beginning_salience,smart,18.39711457612787,0.45367015302181246,False
212,"(4, 6)",sentence_beginning_salience,smart,18.41743897882002,0.46182000935077666,False
213,"(0, 9)",sentence_position_preference,smart,18.759218950485437,0.47056740820407866,False
214,"(14, 14)",sentence_beginning_salience,smart,19.1535587381766,0.48978023529052733,False
215,"(12, 26)",sentence_beginning_salience,smart,18.784900718951235,0.4972409963607788,False
216,"(9, 12)",sentence_beginning_salience,smart,19.32865732152036,0.5123428016901016,False
217,"(0, 6)",sentence_position_preference,smart,10.554261478172426,0.5083227813243866,False
218,"(19, 24)",initial_token_reference_attention,smart,11.141862183607284,0.5088686376810074,False
219,"(14, 9)",sentence_beginning_salience,smart,10.595415952477902,0.504300382733345,False
220,"(0, 0)",contextual_anchoring,smart,10.436286980167804,0.5015043914318085,False
221,"(0, 1)",sentence_position_preference,smart,7.608021052695143,0.5373113304376602,False
222,"(18, 10)",sentence_beginning_salience,smart,7.4910251433415755,0.5336869835853577,False
223,"(14, 29)",initial_token_reference_attention,smart,7.477514846747594,0.5354009866714478,False
224,"(19, 27)",initial_token_reference_attention,smart,7.732572465455334,0.5458245307207108,False
225,"(11, 20)",sentence_beginning_salience,smart,7.728063555009443,0.5538433015346527,False
226,"(10, 24)",sentence_beginning_salience,smart,8.247932292897733,0.5396943479776383,False
227,"(3, 17)",sentence_beginning_salience,smart,8.514838122732508,0.5683844685554504,False
228,"(5, 7)",sentence_beginning_salience,smart,9.29188959040167,0.5671596884727478,False
229,"(4, 10)",sentence_beginning_salience,smart,9.961844184601485,0.5875079840421676,False
230,"(7, 30)",initial_token_reference_attention,smart,9.227465996552244,0.5765126705169678,False
231,"(6, 18)",sentence_beginning_salience,smart,10.00321280557119,0.6040619850158692,False
232,"(10, 8)",sentence_beginning_salience,smart,9.845340445594502,0.5988300204277038,False
233,"(12, 0)",initial_token_reference_attention,smart,9.820739424469497,0.6023367404937744,False
234,"(16, 31)",sentence_beginning_salience,smart,10.229816193782,0.5865917593240738,False
235,"(3, 8)",sentence_beginning_salience,smart,10.427347634243674,0.5955727159976959,False
236,"(3, 27)",sentence_beginning_salience,smart,10.930557397909377,0.6247405201196671,False
237,"(16, 10)",sentence_beginning_salience,smart,10.301690719210537,0.6492755383253097,False
238,"(20, 21)",sentence_beginning_salience,smart,10.393899607564043,0.6561093717813492,False
239,"(3, 30)",sentence_beginning_salience,smart,10.16468177213414,0.6659106820821762,False
240,"(5, 6)",initial_token_reference_attention,smart,10.075776019985295,0.6543592602014542,False
241,"(13, 29)",sentence_beginning_salience,smart,10.446872353005446,0.6509193420410156,False
242,"(6, 29)",sentence_beginning_salience,smart,10.029623024421062,0.6523442685604095,False
243,"(7, 18)",initial_token_reference_attention,smart,9.987979427390833,0.6536354422569275,False
244,"(5, 27)",sentence_beginning_salience,smart,9.768751524736482,0.6337605625391006,False
245,"(4, 1)",sentence_beginning_salience,smart,10.134895793599762,0.6230628192424774,False
246,"(12, 20)",sentence_beginning_salience,smart,10.039386715830307,0.6343609899282455,False
247,"(0, 14)",sentence_position_preference,smart,13.770696727105056,0.640221020579338,False
248,"(3, 26)",sentence_beginning_salience,smart,14.85460056837392,0.6441721707582474,False
249,"(3, 14)",sentence_beginning_salience,smart,15.151273579772004,0.6637771487236023,False
250,"(3, 10)",sentence_beginning_salience,smart,16.12114221948518,0.6963475733995438,False
