layer,head,program_idx,sentence_idx,iou_score
11,4,0,1,0.13
11,4,0,2,0.163
11,4,0,3,0.123
11,4,0,4,0.125
11,5,0,0,0.275
11,5,0,1,0.195
11,5,0,2,0.198
11,5,0,3,0.111
11,5,0,4,0.178
11,6,0,0,0.168
11,6,0,1,0.213
11,6,0,2,0.202
11,6,0,3,0.196
11,6,0,4,0.153
11,7,0,0,0.098
11,7,0,1,0.092
11,7,0,2,0.085
11,7,0,3,0.063
11,7,0,4,0.083
11,8,0,0,0.293
11,8,0,1,0.223
11,8,0,2,0.28
11,8,0,3,0.173
11,8,0,4,0.227
11,9,0,0,0.431
11,9,0,1,0.333
11,9,0,2,0.325
11,9,0,3,0.255
11,9,0,4,0.248
11,10,0,0,0.178
11,10,0,1,0.155
11,10,0,2,0.138
11,10,0,3,0.078
11,10,0,4,0.149
11,11,0,0,0.087
11,11,0,1,0.101
11,11,0,2,0.068
11,11,0,3,0.07
11,11,0,4,0.128
0,0,1,0,0.65
0,0,1,1,0.683
0,0,1,2,0.658
0,0,1,3,0.628
0,0,1,4,0.607
0,1,1,0,0.451
0,1,1,1,0.407
0,1,1,2,0.371
0,1,1,3,0.388
0,1,1,4,0.367
0,2,1,0,0.231
0,2,1,1,0.202
0,2,1,2,0.198
0,2,1,3,0.173
0,2,1,4,0.167
0,3,1,0,0.18
0,3,1,1,0.165
0,3,1,2,0.178
0,3,1,3,0.155
0,3,1,4,0.176
0,4,1,0,0.641
0,4,1,1,0.645
0,4,1,2,0.614
0,4,1,3,0.626
0,4,1,4,0.613
0,5,1,0,0.448
0,5,1,1,0.458
0,5,1,2,0.444
0,5,1,3,0.416
0,5,1,4,0.432
0,6,1,0,0.51
0,6,1,1,0.549
0,6,1,2,0.504
0,6,1,3,0.579
0,6,1,4,0.595
0,7,1,0,0.416
0,7,1,1,0.467
0,7,1,2,0.47
0,7,1,3,0.486
0,7,1,4,0.467
0,8,1,0,0.409
0,8,1,1,0.44
0,8,1,2,0.437
0,8,1,3,0.448
0,8,1,4,0.436
0,9,1,0,0.47
0,9,1,1,0.48
0,9,1,2,0.429
0,9,1,3,0.468
0,9,1,4,0.493
0,10,1,0,0.174
0,10,1,1,0.139
0,10,1,2,0.154
0,10,1,3,0.125
0,10,1,4,0.13
0,11,1,0,0.374
0,11,1,1,0.37
0,11,1,2,0.385
0,11,1,3,0.369
0,11,1,4,0.357
1,0,1,0,0.38
1,0,1,1,0.388
1,0,1,2,0.352
1,0,1,3,0.287
1,0,1,4,0.335
1,1,1,0,0.137
1,1,1,1,0.133
1,1,1,2,0.124
1,1,1,3,0.102
1,1,1,4,0.109
1,2,1,0,0.417
1,2,1,1,0.293
1,2,1,2,0.392
1,2,1,3,0.288
1,2,1,4,0.383
1,3,1,0,0.459
1,3,1,1,0.324
1,3,1,2,0.348
1,3,1,3,0.287
1,3,1,4,0.387
1,4,1,0,0.124
1,4,1,1,0.107
1,4,1,2,0.12
1,4,1,3,0.098
1,4,1,4,0.101
1,5,1,0,0.379
1,5,1,1,0.396
1,5,1,2,0.338
1,5,1,3,0.264
1,5,1,4,0.279
1,6,1,0,0.142
1,6,1,1,0.123
1,6,1,2,0.13
1,6,1,3,0.108
1,6,1,4,0.109
1,7,1,0,0.495
1,7,1,1,0.46
1,7,1,2,0.354
1,7,1,3,0.298
1,7,1,4,0.509
1,8,1,0,0.502
1,8,1,1,0.462
1,8,1,2,0.421
1,8,1,3,0.418
1,8,1,4,0.406
1,9,1,0,0.421
1,9,1,1,0.385
1,9,1,2,0.392
1,9,1,3,0.313
1,9,1,4,0.391
1,10,1,0,0.352
1,10,1,1,0.32
1,10,1,2,0.318
1,10,1,3,0.259
1,10,1,4,0.286
1,11,1,0,0.382
1,11,1,1,0.382
1,11,1,2,0.326
1,11,1,3,0.308
1,11,1,4,0.318
2,0,1,0,0.104
2,0,1,1,0.086
2,0,1,2,0.093
2,0,1,3,0.075
2,0,1,4,0.077
2,1,1,0,0.222
2,1,1,1,0.197
2,1,1,2,0.204
2,1,1,3,0.165
2,1,1,4,0.174
2,2,1,0,0.25
2,2,1,1,0.211
2,2,1,2,0.222
2,2,1,3,0.22
2,2,1,4,0.23
2,3,1,0,0.369
2,3,1,1,0.303
2,3,1,2,0.372
2,3,1,3,0.385
2,3,1,4,0.428
2,4,1,0,0.304
2,4,1,1,0.314
2,4,1,2,0.271
2,4,1,3,0.325
2,4,1,4,0.365
2,5,1,0,0.468
2,5,1,1,0.506
2,5,1,2,0.422
2,5,1,3,0.44
2,5,1,4,0.374
2,6,1,0,0.245
2,6,1,1,0.207
2,6,1,2,0.168
2,6,1,3,0.174
2,6,1,4,0.169
2,7,1,0,0.46
2,7,1,1,0.408
2,7,1,2,0.364
2,7,1,3,0.387
2,7,1,4,0.416
2,8,1,0,0.421
2,8,1,1,0.366
2,8,1,2,0.343
2,8,1,3,0.331
2,8,1,4,0.29
2,9,1,0,0.093
2,9,1,1,0.078
2,9,1,2,0.087
2,9,1,3,0.065
2,9,1,4,0.072
2,10,1,0,0.271
2,10,1,1,0.3
2,10,1,2,0.325
2,10,1,3,0.285
2,10,1,4,0.344
2,11,1,0,0.474
2,11,1,1,0.434
2,11,1,2,0.366
2,11,1,3,0.356
2,11,1,4,0.369
3,0,1,0,0.15
3,0,1,1,0.142
3,0,1,2,0.12
3,0,1,3,0.109
3,0,1,4,0.101
3,1,1,0,0.448
3,1,1,1,0.488
3,1,1,2,0.387
3,1,1,3,0.437
3,1,1,4,0.451
3,2,1,0,0.282
3,2,1,1,0.248
3,2,1,2,0.223
3,2,1,3,0.184
3,2,1,4,0.197
3,3,1,0,0.246
3,3,1,1,0.217
3,3,1,2,0.237
3,3,1,3,0.21
3,3,1,4,0.211
3,4,1,0,0.278
3,4,1,1,0.312
3,4,1,2,0.302
3,4,1,3,0.276
3,4,1,4,0.319
3,5,1,0,0.129
3,5,1,1,0.12
3,5,1,2,0.125
3,5,1,3,0.103
3,5,1,4,0.11
3,6,1,0,0.361
3,6,1,1,0.35
3,6,1,2,0.273
3,6,1,3,0.309
3,6,1,4,0.256
3,7,1,0,0.396
3,7,1,1,0.31
3,7,1,2,0.326
3,7,1,3,0.364
3,7,1,4,0.345
3,8,1,0,0.358
3,8,1,1,0.344
3,8,1,2,0.287
3,8,1,3,0.334
3,8,1,4,0.349
3,9,1,0,0.152
3,9,1,1,0.139
3,9,1,2,0.161
3,9,1,3,0.124
3,9,1,4,0.125
3,10,1,0,0.281
3,10,1,1,0.321
3,10,1,2,0.293
3,10,1,3,0.301
3,10,1,4,0.288
3,11,1,0,0.23
3,11,1,1,0.209
3,11,1,2,0.227
3,11,1,3,0.205
3,11,1,4,0.193
4,0,1,0,0.138
4,0,1,1,0.169
4,0,1,2,0.173
4,0,1,3,0.227
4,0,1,4,0.215
4,1,1,0,0.392
4,1,1,1,0.434
4,1,1,2,0.464
4,1,1,3,0.421
4,1,1,4,0.408
4,2,1,0,0.223
4,2,1,1,0.192
4,2,1,2,0.19
4,2,1,3,0.177
4,2,1,4,0.221
4,3,1,0,0.068
4,3,1,1,0.085
4,3,1,2,0.057
4,3,1,3,0.072
4,3,1,4,0.074
4,4,1,0,0.288
4,4,1,1,0.267
4,4,1,2,0.169
4,4,1,3,0.345
4,4,1,4,0.328
4,5,1,0,0.153
4,5,1,1,0.15
4,5,1,2,0.158
4,5,1,3,0.159
4,5,1,4,0.145
4,6,1,0,0.216
4,6,1,1,0.265
4,6,1,2,0.185
4,6,1,3,0.25
4,6,1,4,0.219
4,7,1,0,0.114
4,7,1,1,0.117
4,7,1,2,0.104
4,7,1,3,0.113
4,7,1,4,0.112
4,8,1,0,0.222
4,8,1,1,0.187
4,8,1,2,0.208
4,8,1,3,0.208
4,8,1,4,0.153
4,9,1,0,0.294
4,9,1,1,0.305
4,9,1,2,0.232
4,9,1,3,0.299
4,9,1,4,0.279
4,10,1,0,0.22
4,10,1,1,0.179
4,10,1,2,0.199
4,10,1,3,0.198
4,10,1,4,0.195
4,11,1,0,0.094
4,11,1,1,0.095
4,11,1,2,0.116
4,11,1,3,0.099
4,11,1,4,0.103
5,0,1,0,0.157
5,0,1,1,0.159
5,0,1,2,0.148
5,0,1,3,0.131
5,0,1,4,0.133
5,1,1,0,0.07
5,1,1,1,0.074
5,1,1,2,0.059
5,1,1,3,0.068
5,1,1,4,0.073
5,2,1,0,0.243
5,2,1,1,0.217
5,2,1,2,0.25
5,2,1,3,0.207
5,2,1,4,0.215
5,3,1,0,0.188
5,3,1,1,0.192
5,3,1,2,0.182
5,3,1,3,0.176
5,3,1,4,0.18
5,4,1,0,0.301
5,4,1,1,0.302
5,4,1,2,0.241
5,4,1,3,0.289
5,4,1,4,0.249
5,5,1,0,0.112
5,5,1,1,0.15
5,5,1,2,0.098
5,5,1,3,0.149
5,5,1,4,0.141
5,6,1,0,0.082
5,6,1,1,0.087
5,6,1,2,0.077
5,6,1,3,0.079
5,6,1,4,0.076
5,7,1,0,0.122
5,7,1,1,0.133
5,7,1,2,0.11
5,7,1,3,0.119
5,7,1,4,0.092
5,8,1,0,0.211
5,8,1,1,0.251
5,8,1,2,0.213
5,8,1,3,0.196
5,8,1,4,0.208
5,9,1,0,0.078
5,9,1,1,0.075
5,9,1,2,0.079
5,9,1,3,0.069
5,9,1,4,0.077
5,10,1,0,0.136
5,10,1,1,0.136
5,10,1,2,0.143
5,10,1,3,0.136
5,10,1,4,0.132
5,11,1,0,0.114
5,11,1,1,0.165
5,11,1,2,0.119
5,11,1,3,0.148
5,11,1,4,0.145
6,0,1,0,0.134
6,0,1,1,0.139
6,0,1,2,0.105
6,0,1,3,0.153
6,0,1,4,0.143
6,1,1,0,0.22
6,1,1,1,0.155
6,1,1,2,0.172
6,1,1,3,0.146
6,1,1,4,0.127
6,2,1,0,0.165
6,2,1,1,0.201
6,2,1,2,0.176
6,2,1,3,0.146
6,2,1,4,0.144
6,3,1,0,0.082
6,3,1,1,0.098
6,3,1,2,0.093
6,3,1,3,0.073
6,3,1,4,0.075
6,4,1,0,0.132
6,4,1,1,0.142
6,4,1,2,0.106
6,4,1,3,0.115
6,4,1,4,0.145
6,5,1,0,0.137
6,5,1,1,0.183
6,5,1,2,0.134
6,5,1,3,0.141
6,5,1,4,0.153
6,6,1,0,0.118
6,6,1,1,0.143
6,6,1,2,0.128
6,6,1,3,0.105
6,6,1,4,0.12
6,7,1,0,0.359
6,7,1,1,0.375
6,7,1,2,0.27
6,7,1,3,0.328
6,7,1,4,0.284
6,8,1,0,0.231
6,8,1,1,0.207
6,8,1,2,0.157
6,8,1,3,0.224
6,8,1,4,0.171
6,9,1,0,0.148
6,9,1,1,0.171
6,9,1,2,0.141
6,9,1,3,0.129
6,9,1,4,0.127
6,10,1,0,0.136
6,10,1,1,0.14
6,10,1,2,0.113
6,10,1,3,0.114
6,10,1,4,0.123
6,11,1,0,0.079
6,11,1,1,0.08
6,11,1,2,0.096
6,11,1,3,0.068
6,11,1,4,0.079
7,0,1,0,0.224
7,0,1,1,0.247
7,0,1,2,0.214
7,0,1,3,0.192
7,0,1,4,0.199
7,1,1,0,0.174
7,1,1,1,0.189
7,1,1,2,0.148
7,1,1,3,0.154
7,1,1,4,0.147
7,2,1,0,0.128
7,2,1,1,0.166
7,2,1,2,0.12
7,2,1,3,0.121
7,2,1,4,0.124
7,3,1,0,0.099
7,3,1,1,0.127
7,3,1,2,0.134
7,3,1,3,0.089
7,3,1,4,0.07
7,4,1,0,0.095
7,4,1,1,0.097
7,4,1,2,0.103
